Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10
0.5262058202603095,0.6499982467357855,0.48185339247239656,0.774015170825183,0.4768142078411911,0.7013554987173902,0.5508733018885948,0.8448776628057498,0.12471150843606416,0.9401151246087045
0.8790501618717711,0.08045129154873254,0.13445887152381675,0.8905440546530811,0.5341371541351905,0.33974371349393495,0.14566185572530077,0.07341458228545517,0.04501934476733527,0.3553904340822852
0.5560653815348432,0.4492562564508278,0.5212447427280602,0.6631218328485207,0.8641839341290495,0.11933638185861706,0.01099724044912398,0.8816975553749236,0.35827166549513867,0.026907805075765734
0.5039159331647634,0.734643139285686,0.6197658336251833,0.714940164723477,0.7004531236903099,0.45821186560809335,0.8440319329992653,0.6734260880112883,0.9099012958373508,0.944148973106922
0.09483413540204277,0.5997650739116654,0.60922926888528,0.6591184474537267,0.23402826143918776,0.17672442190420468,0.848571458022623,0.758199615668026,0.002974386466447654,0.28247781510971537
0.9848538376702756,0.6482754150035254,0.8607353732277087,0.8958209254780263,0.8875608314225925,0.34459172723142806,0.1742297272986899,0.3803892635114112,0.029307082002176577,0.7867970346868404
0.840136899289694,0.275505871052139,0.6217038886199402,0.08178473795056151,0.7605811946043199,0.5693026891747865,0.5599568431516645,0.3822762655971289,0.41595783986171464,0.9757169731605906
0.9900226843166718,0.9542561475030071,0.07352554873071471,0.8314536194655721,0.8377202619837884,0.385408035470187,0.869411353442987,0.33348974992816105,0.5810908304580767,0.3431581774879874
0.36875820558684913,0.29148775902808144,0.5819482344608018,0.11583721434805994,0.5092152222081356,0.7843434546186316,0.8269432785157063,0.24261537500232044,0.8172853170353049,0.06397763234602405
0.9441883256447569,0.33525925492727016,0.6211033723982753,0.1421891331547498,0.5441640609156776,0.5547142843807432,0.5009252961839963,0.5798019543030232,0.6569958384673416,0.06811833827301006
0.7965720641551307,0.10128229435967429,0.9849782063288677,0.34348059206997716,0.8352553978550341,0.020586233124573083,0.25457625241208703,0.12000646781434332,0.9183878233508571,0.22719212509315878
0.6181907218709629,0.5561011761846005,0.1540157513081295,0.6546229211828591,0.262066417615923,0.013166022026395052,0.5983862350939514,0.5978719082904292,0.8848821383447284,0.45450642089413495
0.5481394398591445,0.17910492676597556,0.11760789850103182,0.265689878805888,0.7729526318266654,0.9851629745056009,0.2951319144176997,0.7403686196190463,0.8953738763890671,0.1732759106899724
0.928647148984579,0.5362138458672743,0.5085222471871871,0.7911603443454247,0.7417434413880566,0.9064753324582163,0.2937202273494187,0.3727857297422481,0.6877469838196194,0.8320415349350754
0.7469564415918395,0.3327614581671088,0.5153638328398968,0.4538343030890135,0.2830548605160096,0.5272245012492767,0.5583401086642793,0.065177748075119,0.03986734393633373,0.4787682839069165
0.9423224462702449,0.5406114796114229,0.605425035446315,0.7585253038843702,0.6521373768736619,0.6633011589198361,0.45131622940930727,0.993615408442292,0.11044484881494587,0.6345463022539117
0.28285761513412266,0.34480533058544416,0.7820696408092789,0.577181328943365,0.6762650835232477,0.19476032917159225,0.5577650837730419,0.38333977121408314,0.4195158372021983,0.09069004809536052
0.7890471099823041,0.720245755019924,0.0668505986930591,0.728021040246912,0.22444531252942101,0.35518022577753094,0.45359336673266704,0.8483575269558331,0.27354789052590744,0.5043980911747517
0.32302931329654916,0.13919089333607615,0.951105682608539,0.7626603783129206,0.8974959086163241,0.7468052287137241,0.02226687559523277,0.38830472802880744,0.12805362815496435,0.11964813418091025
0.1101785475185938,0.9234807096518768,0.714057711818745,0.14855794714101878,0.3138415630165732,0.14038271623790521,0.3312030428442203,0.500375281435496,0.10023383883995163,0.625463933350787
0.47661694805559873,0.026034010295656107,0.2403085824270189,0.32370532714842026,0.8442997333789631,0.4724538647518651,0.888246418595727,0.9123314959969477,0.08197659373010213,0.832969905008173
0.21715440254800011,0.9510311053710611,0.07029200312126715,0.4153384214343887,0.3316656561811283,0.4711353006278498,0.266207541289053,0.5731370182281914,0.9375880998041136,0.7836727624962715
0.11556829577216743,0.6746458110345428,0.9164225480141166,0.758505587339956,0.26504022797526183,0.4848656807642925,0.5886749161437915,0.8464142871602713,0.027957857149088938,0.9362644915623272
0.5984877110014547,0.9019599440514271,0.9453816745136613,0.7030455316275673,0.040512919628663324,0.12407762801338906,0.21904992970853499,0.12967662345180753,0.9550737438516157,0.07068423349151398
