Index,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10
1,0.5262058202603095,0.6499982467357855,0.4818533924723965,0.774015170825183,0.4768142078411911,0.7013554987173902,0.5508733018885948,0.8448776628057498,0.1247115084360641,0.9401151246087044
2,0.8790501618717711,0.0804512915487325,0.1344588715238167,0.8905440546530811,0.5341371541351905,0.3397437134939349,0.1456618557253007,0.0734145822854551,0.0450193447673352,0.3553904340822852
3,0.5560653815348432,0.4492562564508278,0.5212447427280602,0.6631218328485207,0.8641839341290495,0.119336381858617,0.0109972404491239,0.8816975553749236,0.3582716654951386,0.0269078050757657
4,0.5039159331647634,0.734643139285686,0.6197658336251833,0.714940164723477,0.7004531236903099,0.4582118656080933,0.8440319329992653,0.6734260880112883,0.9099012958373508,0.944148973106922
5,0.0948341354020427,0.5997650739116654,0.60922926888528,0.6591184474537267,0.2340282614391877,0.1767244219042046,0.848571458022623,0.758199615668026,0.0029743864664476,0.2824778151097153
6,0.9848538376702756,0.6482754150035254,0.8607353732277087,0.8958209254780263,0.8875608314225925,0.344591727231428,0.1742297272986899,0.3803892635114112,0.0293070820021765,0.7867970346868404
7,0.840136899289694,0.275505871052139,0.6217038886199402,0.0817847379505615,0.7605811946043199,0.5693026891747865,0.5599568431516645,0.3822762655971289,0.4159578398617146,0.9757169731605906
8,0.9900226843166718,0.9542561475030072,0.0735255487307147,0.8314536194655721,0.8377202619837884,0.385408035470187,0.869411353442987,0.333489749928161,0.5810908304580767,0.3431581774879874
9,0.3687582055868491,0.2914877590280814,0.5819482344608018,0.1158372143480599,0.5092152222081356,0.7843434546186316,0.8269432785157063,0.2426153750023204,0.8172853170353049,0.063977632346024
10,0.9441883256447569,0.3352592549272701,0.6211033723982753,0.1421891331547498,0.5441640609156776,0.5547142843807432,0.5009252961839963,0.5798019543030232,0.6569958384673416,0.06811833827301
11,0.7965720641551307,0.1012822943596742,0.9849782063288676,0.3434805920699771,0.8352553978550341,0.020586233124573,0.254576252412087,0.1200064678143433,0.9183878233508572,0.2271921250931587
12,0.6181907218709629,0.5561011761846005,0.1540157513081295,0.6546229211828591,0.262066417615923,0.013166022026395,0.5983862350939514,0.5978719082904292,0.8848821383447284,0.4545064208941349
13,0.5481394398591445,0.1791049267659755,0.1176078985010318,0.265689878805888,0.7729526318266654,0.9851629745056008,0.2951319144176997,0.7403686196190463,0.8953738763890671,0.1732759106899724
14,0.928647148984579,0.5362138458672743,0.5085222471871871,0.7911603443454247,0.7417434413880566,0.9064753324582164,0.2937202273494187,0.3727857297422481,0.6877469838196194,0.8320415349350754
15,0.7469564415918395,0.3327614581671088,0.5153638328398968,0.4538343030890135,0.2830548605160096,0.5272245012492767,0.5583401086642793,0.065177748075119,0.0398673439363337,0.4787682839069165
16,0.9423224462702448,0.5406114796114229,0.605425035446315,0.7585253038843702,0.6521373768736619,0.6633011589198361,0.4513162294093072,0.993615408442292,0.1104448488149458,0.6345463022539117
17,0.2828576151341226,0.3448053305854441,0.7820696408092789,0.577181328943365,0.6762650835232477,0.1947603291715922,0.5577650837730419,0.3833397712140831,0.4195158372021983,0.0906900480953605
18,0.7890471099823041,0.720245755019924,0.0668505986930591,0.728021040246912,0.224445312529421,0.3551802257775309,0.453593366732667,0.8483575269558331,0.2735478905259074,0.5043980911747517
